license_numbers,premise_address,_id,name_of_license,business_name
SSE20041N000,"184 EAST COAST ROAD, S(428890)",1,SUN RUI,Ever+
SSW19008P000,"18 SUNGEI KADUT STREET 2 SUNGEI KADUT INDUSTRIAL ESTATE, S(729236)",2,S POWER GLOBAL PTE. LTD.,S Power Supermart
SSW19009N000,"129 TUAS VIEW SQUARE, S(637741)",3,DHAKA SUPERMARKET,DHAKA SUPERMARKET
SSW19022V000,"50 JURONG GATEWAY ROAD JEM, S(608549)",4,PAN PACIFIC RETAIL MANAGEMENT (SINGAPORE) PTE. LTD.,DON DON DONKI
SW04097K000,"159 BUKIT BATOK STREET 11, #01-178, S(650159)",5,PRIME SUPERMARKET LIMITED,Prime supermarket
SW04158X000,"108 DEPOT ROAD, #01-01 DEPOT HEIGHTS SHOPPING CENTRE, S(100108)",6,NTUC FAIRPRICE CO-OPERATIVE LTD,NTUC FAIRPRICE
SW05008N000,"638 JURONG WEST STREET 61, #03-01 PIONEER MALL, S(640638)",7,COLD STORAGE SINGAPORE (1983) PTE LTD,GIANT
SW05051J000,"720 CLEMENTI WEST STREET 2, #01-144, S(120720)",8,SHENG SIONG SUPERMARKET PTE LTD,SHENG SIONG
SW06002X000,"19 TOH GUAN ROAD EAST, #01-65, S(608568)",9,TOH GUAN MINI MART PTE. LTD.,TOH GUAN MINIMART
SW06322N000,"395A BUKIT BATOK WEST AVENUE 5, #03-10 MULTI STOREY CAR PARK, S(651395)",10,OH BENG GUAN,-
SW06590A000,"1 HARBOURFRONT WALK, #01-23 VIVOCITY, S(098585)",11,NTUC FAIRPRICE CO-OPERATIVE LTD,FAIRPRICE XTRA
SW06806E000,"17 LORONG KILAT, #01-02 KILAT COURT, S(598139)",12,LOTTE MART PTE. LTD.,LOTTE KOREAN MART
SW07070J000,"284 BUKIT BATOK EAST AVENUE 3, #01-251, S(650284)",13,COLD STORAGE SINGAPORE (1983) PTE LTD,GIANT
SW07209E000,"7 JURONG WEST AVENUE 5, S(649486)",14,SHENG SIONG SUPERMARKET PTE LTD,SHENG SIONG
SW07331C000,"352 CLEMENTI AVENUE 2, #01-91&99, S(120352)",15,SHENG SIONG SUPERMARKET PTE LTD,SHENG SIONG
SW07481A000,"28 DOVER CRESCENT, #01-83 MULTI STOREY CAR PARK, S(130028)",16,NTUC FAIRPRICE CO-OPERATIVE LTD,NTUC FAIRPRICE
SW07E27X000,"30 PENJURU PLACE, #01-06/07, S(608557)",17,KINGSMART PTE. LTD.,kingsmart
SW08807K000,"154 WEST COAST ROAD #B1-19 WEST COAST PLAZA, S(127371)",18,COLD STORAGE SINGAPORE (1983) PTE LTD,coldstorage
SW08821N000,"140 TECK WHYE LANE, #01-351, S(680140)",19,NTUC FAIRPRICE CO-OPERATIVE LTD,NTUC FAIRPRICE
SW08907C000,"555 UPPER JURONG ROAD, #01-02, S(638368)",20,GOWRI'S GLOBAL MARKETING PTE. LTD.,GOWRI'S GLOBAL MARKETING
SW08A55C000,"51 SOON LEE ROAD, #01-51A, S(628088)",21,CHD @ SOON LEE PTE. LTD.,CHD @ SOON LEE
SW08A59X000,"63 JURONG WEST CENTRAL 3 #03-01 JURONG POINT SHOPPING CENTRE, S(648331)",22,NTUC FAIRPRICE CO-OPERATIVE LTD,NTUC FAIRPRICE
CE08H32N000,"80 LORONG LIMAU, #01-191, S(320080)",174,NTUC FAIRPRICE CO-OPERATIVE LTD,NTUC FAIRPRICE
SW09032C000,"21 CHOA CHU KANG NORTH 6, #B1-01-07 YEW TEE POINT, S(689578)",23,NTUC FAIRPRICE CO-OPERATIVE LTD,NTUC FAIRPRICE
SW09133X000,"503 JURONG WEST AVENUE 1, #01-847, S(640503)",24,LOCH GROCER PTE. LTD.,LOCH GROCER
SW09285K000,"61 CHOA CHU KANG DRIVE, #01-01 YEW TEE MRT STATION, S(689715)",25,NTUC FAIRPRICE CO-OPERATIVE LTD,FAIRPRICE FINEST
B02008E000,"845 YISHUN STREET 81, #01-184, S(760845)",26,SHENG SIONG SUPERMARKET PTE LTD,SHENG SIONG
B02011P000,"524A JELAPANG ROAD, #03-13/18 GREENRIDGE SHOPPING CENTRE, S(671524)",27,COLD STORAGE SINGAPORE (1983) PTE LTD,GIANT
B02012N000,"768 WOODLANDS AVENUE 6, #01-34 WOODLANDS MART, S(730768)",28,COLD STORAGE SINGAPORE (1983) PTE LTD,COLD STORAGE
B02015J000,"122 ANG MO KIO AVENUE 3, #01-1753, S(560122)",29,SHENG SIONG SUPERMARKET PTE LTD,SHENG SIONG
SW09288C000,"14 TECH PARK CRESCENT, #01-02, S(638118)",30,SADIA SUPERMARKET & TRADING (S) PTE. LTD.,SADIA SUPERMARKET & TRADING 
B02017C000,"301 WOODLANDS STREET 31, #01-217, S(730301)",31,SHENG SIONG SUPERMARKET PTE LTD,SHENG SIONG
SW09426V000,"2D JALAN PAPAN, #01-04, S(619415)",32,PHANG NEE ENTERPRISE PTE. LTD.,phang nee
B02020N000,"1 JELEBU ROAD, #01-15 BUKIT PANJANG PLAZA, S(677743)",33,NTUC FAIRPRICE CO-OPERATIVE LTD,NTUC FAIRPRICE
SW09752V000,"5 TECH PARK CRESCENT, #01-02, S(638127)",34,LAMIAH ENTERPRISE PTE. LTD.,-
B02021L000,"30 SEMBAWANG DRIVE, #B1-01-03 SUN PLAZA, S(757713)",35,NTUC FAIRPRICE CO-OPERATIVE LTD,NTUC FAIRPRICE
SW10780J000,"32 TUAS VIEW SQUARE, #01-02, S(637778)",36,SHARBESUWARY PTE. LTD.,SHARBESUWARY EXPRESS MART
B02022K000,"71 WOODLANDS AVENUE 3, #01-01 MARSILING MRT STATION, S(739044)",37,NTUC FAIRPRICE CO-OPERATIVE LTD,NTUC FAIRPRICE
SW10A16E000,"3155 COMMONWEALTH AVENUE WEST #B1-12/13/14 THE CLEMENTI MALL, S(129588)",38,NTUC FAIRPRICE CO-OPERATIVE LTD,FAIRPRICE FINEST
B02024E000,"888 WOODLANDS DRIVE 50, #01-757 888 PLAZA, S(730888)",39,NTUC FAIRPRICE CO-OPERATIVE LTD,NTUC FAIRPRICE
SW11146X000,"15 JALAN TEPONG, #03-02 (PART OF - LEFT SUB-UNIT), JURONG FOOD HUB, S(619336)",40,YS LOGISTICS (S) PTE. LTD.,YS LOGISTICS (S) 
B02025C000,"414 YISHUN RING ROAD, #01-1853, S(760414)",41,NTUC FAIRPRICE CO-OPERATIVE LTD,NTUC FAIRPRICE
SW11423N000,"18 TECK WHYE LANE, #01-95, S(680018)",42,SHENG SIONG SUPERMARKET PTE LTD,SHENG SIONG
B02026B000,"445 FAJAR ROAD, #01-536, S(670445)",43,COLD STORAGE SINGAPORE (1983) PTE LTD,COLD STORAGE
SW16735N000,"1 JALAN PAPAN, #01-31, S(619392)",622,GURU'S MARKETING PTE. LTD.,-
SW11452C000,"78A TELOK BLANGAH STREET 32, #01-01 MULTI STOREY CAR PARK, S(101078)",44,NTUC FAIRPRICE CO-OPERATIVE LTD,NTUC FAIRPRICE
SW11512N000,"23 PENJURU WALK, #03-81 CASSIA@PENJURU, S(608537)",46,KEK HONG HENG,KOLEE SUPERMARKETS
SW11A26P000,"460 ALEXANDRA ROAD #01-09 & #01-16 PSA BLDG, ALEXANDRA RETAIL CENTRE, S(119963)",48,NTUC FAIRPRICE CO-OPERATIVE LTD,NTUC FAIRPRICE
SW12C98J000,"2 JURONG EAST CENTRAL 1 JCUBE, S(609731)",50,PAN PACIFIC RETAIL MANAGEMENT (SINGAPORE) PTE. LTD.,DON DON DONKI
SW12F58E000,"352 CLEMENTI AVENUE 2, #01-141 CLEMENTI AVENUE 2 SHOPPING CENTRE, S(120352)",52,NTUC FAIRPRICE CO-OPERATIVE LTD,NTUC FAIRPRICE
SW12G70J000,"101 CLEMENTI ROAD, #01-01 KENT VALE ESTATE, NUS, S(129787)",54,COLD STORAGE SINGAPORE (1983) PTE LTD,COLD STORAGE
SW12G71E000,"1 COVE AVENUE #02-07/08/09/10 SENTOSA COVE ARRIVAL PLAZA, S(098537)",56,COLD STORAGE SINGAPORE (1983) PTE LTD,COLD STORAGE
SW12H20A000,"498 JURONG WEST STREET 41 #01-434/436/438, S(640498)",58,NTUC FAIRPRICE CO-OPERATIVE LTD,NTUC FAIRPRICE
SW12J94X000,"1 VISTA EXCHANGE GREEN, #B1-28 THE STAR VISTA, S(138617)",60,TANESEI TRADING PTE. LTD.,J MART
SW12J97L000,"1 VISTA EXCHANGE GREEN #B1-35/36 AND 02 THE STAR VISTA, S(138617)",62,COLD STORAGE SINGAPORE (1983) PTE LTD,COLD STORAGE
SW12L48X000,"12 KRANJI ROAD 1ST STOREY, LODGE 1 WORKERS' DORMITORY, S(739522)",64,AJMAL TRADE MART PTE. LTD.,AJMAL TRADE MART
SW12M64L000,"25 GHIM MOH LINK, #01-11, S(270025)",66,SHENG SIONG SUPERMARKET PTE LTD,SHENG SIONG
SW12M67E000,"420A CLEMENTI AVENUE 1, #01-01, S(121420)",68,SHENG SIONG SUPERMARKET PTE LTD,SHENG SIONG
SW12N25V000,"31 OCEAN WAY, #01-26/27 QUAYSIDE ISLE, SENTOSA, S(098375)",70,COLD STORAGE SINGAPORE (1983) PTE LTD,COLD STORAGE
SW12O05A000,"502 WEST COAST DRIVE, #01-41, S(120502)",72,NTUC FAIRPRICE CO-OPERATIVE LTD,NTUC FAIRPRICE
SW13245V000,"1 LOWER KENT RIDGE ROAD, #02-16 ONE@KENTRIDGE, S(119082)",73,NTUC FAIRPRICE CO-OPERATIVE LTD,NTUC FAIRPRICE
SW13368A000,"154 WEST COAST ROAD, #B1-14 WEST COAST PLAZA, S(127371)",74,L M MEAT PTE. LTD.,Mmmm ! WEST COAST PLAZA
SW13Q24X000,"280 BUKIT BATOK EAST AVENUE 3, #01-315, S(650280)",75,NTUC FAIRPRICE CO-OPERATIVE LTD,NTUC FAIRPRICE
SW13T12J000,"50 JURONG GATEWAY ROAD, #B1-21/22 JEM, S(608549)",76,NTUC FAIRPRICE CO-OPERATIVE LTD,FAIRPRICE XTRA
SW13W88P000,"3 GATEWAY DRIVE, #B2-01 WESTGATE, S(608532)",77,ISETAN (SINGAPORE) LIMITED,ISETAN SUPERMARKET
NW18021V000,"105 CANBERRA STREET, #02-05, S(750105)",419,SHENG SIONG SUPERMARKET PTE LTD,SHENG SIONG
B02032E000,"161 ANG MO KIO AVENUE 4, #01-504, S(560161)",45,COLD STORAGE SINGAPORE (1983) PTE LTD,GIANT
B02034B000,"30 WOODLANDS AVENUE 1 WOODGROVE, S(739065)",47,NTUC FAIRPRICE CO-OPERATIVE LTD,NTUC FAIRPRICE
B02035A000,"548 WOODLANDS DRIVE 44, #01-37/38 VISTA POINT, S(730548)",49,COLD STORAGE SINGAPORE (1983) PTE LTD,GIANT
B02037X000,"883 WOODLANDS STREET 82, #01-498 WOODLANDS NORTH PLAZA, S(730883)",51,COLD STORAGE SINGAPORE (1983) PTE LTD,GIANT
B02038P000,"925 YISHUN CENTRAL 1, #01-211, S(760925)",53,SHENG SIONG SUPERMARKET PTE LTD,SHENG SIONG
B02039N000,"293 YISHUN STREET 22, #01-261, S(760293)",55,COLD STORAGE SINGAPORE (1983) PTE LTD,COLD STORAGE
B02041C000,"327 YISHUN RING ROAD, #01-1320, S(760327)",57,TAN KWEE ENG,hwa soon heng mini supermarket
B02060V000,"256 BANGKIT ROAD, #01-69, S(670256)",59,COLD STORAGE SINGAPORE (1983) PTE LTD,COLD STORAGE
B02093B000,"301 YISHUN AVENUE 2, #01-02 YISHUN MRT STATION, S(769093)",61,NTUC FAIRPRICE CO-OPERATIVE LTD,NTUC FAIRPRICE
B02099L000,"849 YISHUN RING ROAD, #01-3703, S(760849)",63,NTUC FAIRPRICE CO-OPERATIVE LTD,NTUC FAIRPRICE
B03074A000,"44 JALAN MERAH SAGA, #01-50, S(278116)",65,THE BUTCHER (SINGAPORE) PTE. LTD.,The butcher
B03078N000,"34 GREENWOOD AVENUE, S(289236)",67,ROSWELL ENTERPRISE PTE LTD,Fish market
B03099C000,"628 SENJA ROAD, #01-01, S(670628)",69,NTUC FAIRPRICE CO-OPERATIVE LTD,NTUC FAIRPRICE
B85098V000,"239 YISHUN RING ROAD, #01-1150, S(760239)",71,HAO MART PTE. LTD.,HAO MART
B92077A000,"418 YISHUN AVENUE 11, #01-433, S(760418)",101,COLD STORAGE SINGAPORE (1983) PTE LTD,COLD STORAGE
B98014C000,"215 ANG MO KIO AVENUE 1, #01-877, S(560215)",102,NTUC FAIRPRICE CO-OPERATIVE LTD,NTUC FAIRPRICE
B99041L000,"1 ORCHID CLUB ROAD, #01-34 ORCHID COUNTRY CLUB, S(769162)",103,NTUC FAIRPRICE CO-OPERATIVE LTD,NTUC FAIRPRICE
C00033N000,"615 615 Bukit Timah Road, S(269716)",104,MEAT THE BUTCHER PTE. LTD.,Meat The Butcher
C02024A000,"1 FIFTH AVENUE, #01-05 GUTHRIE HOUSE, S(268802)",105,COLD STORAGE SINGAPORE (1983) PTE LTD,COLD STORAGE
C02025V000,"293 HOLLAND ROAD COLD STORAGE JELITA, S(278628)",106,COLD STORAGE SINGAPORE (1983) PTE LTD,COLD STORAGE
C02026X000,"2 JURONG EAST STREET 21, #01-100 IMM BUILDING, S(609601)",107,COLD STORAGE SINGAPORE (1983) PTE LTD,GIANT
C02033V000,"154A BUKIT BATOK WEST AVENUE 8, #01-01, S(651154)",108,SHENG SIONG SUPERMARKET PTE LTD,SHENG SIONG
CE09512V000,"512 BISHAN STREET 13, #01-524, S(570512)",175,COLD STORAGE SINGAPORE (1983) PTE LTD,GIANT
SW14017K000,"18 TOH GUAN ROAD EAST, #02-02 BLK 28, WESTLITE DORMITORY (TOH GUAN), S(608596)",78,SHAFEN SUPERMARKET & TRADING (S) PTE. LTD.,SHAFEN SUPERMARKET & TRADING 
SW14484J000,"48 TOH GUAN ROAD EAST ENTERPRISE HUB, S(608586)",79,SRI MURUGAN TRADING PTE. LTD.,SRI MURUGAN TRADING
SW14542A000,"4 HILLVIEW RISE, #02-07 HILLV2, S(667979)",80,COLD STORAGE SINGAPORE (1983) PTE LTD,HILLVIEW MARKET PLACE
SW14633X000,"2 BUKIT BATOK WEST AVENUE 7, #01-10 HomeTeamNS BUKIT BATOK CLUBHOUSE, S(659003)",81,NTUC FAIRPRICE CO-OPERATIVE LTD,NTUC FAIRPRICE
SW14718K000,"70 TUAS SOUTH AVENUE 1 TUAS VIEW DORMITORY, S(637285)",82,AJMAL SUPER MART PTE. LTD.,AJMAL SUPER MART
SW14817E000,"27 PENJURU WALK, #01-24 PENJURU RECREATION CENTRE, S(608538)",83,SHENG SIONG SUPERMARKET PTE LTD,SHENG SIONG
SW14951X000,"1 JOO KOON CIRCLE, #03-21 FAIRPRICE HUB, S(629117)",84,NTUC FAIRPRICE CO-OPERATIVE LTD,WAREHOUSE CLUB
SW14A33P000,"27 PENJURU WALK, #01-08/09 PENJURU RECREATION CENTRE, S(608538)",85,VINAYAK TRADERS PTE. LTD.,VINAYAK TRADERS
SW14A98C000,"27 PENJURU WALK, #01-15 PENJURU RECREATION CENTRE, S(608538)",86,GURU'S MARKETING PTE. LTD.,Gurus Supermarket
SW14B28C000,"115 TUAS VIEW WALK 1 (PART OF- FRONT), FIRST STOREY, WESTLINK TECHPARK, S(637734)",87,SHINVA AGRO FOODS PTE. LTD.,SHINVA AGRO FOODS
SW15051V000,"27 PENJURU WALK, #01-06/07 PENJURU RECREATION CENTRE, S(608538)",88,ARCHANA PROVISION STORES PTE. LTD.,archana
SW15681P000,"21 TUAS VIEW SQUARE (PART OF), S(637640)",89,NPS IMPEX PTE. LTD.,NSP SUPER MART
SW15796X000,"533 CHOA CHU KANG STREET 51, #01-11 LIMBANG SHOPPING CENTRE (HDB), S(680533)",90,NTUC FAIRPRICE CO-OPERATIVE LTD,NTUC FAIRPRICE
SW15968N000,"37 TEBAN GARDENS ROAD #01-304/305/306, S(600037)",91,NTUC FAIRPRICE CO-OPERATIVE LTD,NTUC FAIRPRICE
SW15D03B000,"50 NANYANG AVENUE NORTH SPINE , NTU, S(639798)",92,PRIME SUPERMARKET (1996) PTE LTD,Prime Supermarket
SW16126J000,"6 TUAS SOUTH STREET 15 CDPL (TUAS) DORMITORY, S(636906)",93,TUAS SOUTH MINIMART PTE. LTD.,TUAS SOUTH MINIMART
SW16224E000,"3 TUAS SOUTH STREET 12, #01-16 TUAS SOUTH DORMITORY, S(636947)",94,NAWAS GLOBAL PTE. LTD.,NAWAS GLOBAL
SW16735N000,"1 JALAN PAPAN, #01-31, S(619392)",95,GURU'S MARKETING PTE. LTD.,-
SW16814X000,"1 JALAN PAPAN, #01-33, S(619392)",96,VINAYAK TRADERS PTE. LTD.,VINAYAK TRADERS
SW16815P000,"500 OLD CHOA CHU KANG ROAD, #01-02, S(698928)",97,PHAN NEE INVESTMENTS (S) PTE. LTD.,-
SW16856V000,"1 JALAN PAPAN, #01-29, S(619392)",98,ARCHANA SUPERMARKET PTE. LTD.,ARCHANA SUPERMARKET
CE15F60K000,"22 DEMPSEY ROAD 1st & 2nd storey, S(249679)",242,HUBER'S PTE. LTD.,HUBER'S
SW16901A000,"12 TUAS SOUTH STREET 13, #01-20/21, S(636937)",99,SADIA SUPERMARKET & TRADING (S) PTE. LTD.,SADIA SUPERMARKET & TRADING 
SW16921N000,"1 JALAN PAPAN, #01-35, S(619392)",100,CHENNAI TRADING & SUPERMART PTE. LTD.,CHENNAI TRADING & SUPERMARKET
C02034X000,"587 BUKIT TIMAH ROAD CORONATION PLAZA, S(269707)",109,NTUC FAIRPRICE CO-OPERATIVE LTD,NTUC FAIRPRICE
C02035P000,"451 CLEMENTI AVENUE 3, #01-307, S(120451)",110,NTUC FAIRPRICE CO-OPERATIVE LTD,NTUC FAIRPRICE
C02036N000,"1 JALAN ANAK BUKIT, #B1-01 BUKIT TIMAH PLAZA, S(588996)",111,NTUC FAIRPRICE CO-OPERATIVE LTD,FINEST
C02037L000,"135 JURONG EAST STREET 13, #01-337, S(600135)",112,NTUC FAIRPRICE CO-OPERATIVE LTD,NTUC FAIRPRICE
C02038K000,"1 JURONG WEST CENTRAL 2, #B1-09 JURONG POINT, S(648886)",113,NTUC FAIRPRICE CO-OPERATIVE LTD,NTUC FAIRPRICE
C02040A000,"63/66 YUNG KUANG ROAD #01-119/02-119, S(610063)",114,NTUC FAIRPRICE CO-OPERATIVE LTD,NTUC FAIRPRICE
C02041V000,"399 YUNG SHENG ROAD #01-43A & 01-35, S(610399)",115,NTUC FAIRPRICE CO-OPERATIVE LTD,NTUC FAIRPRICE
C02046K000,"1 BUKIT BATOK CENTRAL LINK, #B1-01 WEST MALL, S(658713)",116,COLD STORAGE SINGAPORE (1983) PTE LTD,COLD STORAGE
C02047J000,"345 CLEMENTI AVENUE 5, #01-78, S(120345)",117,U STARS SUPERMARKET PTE. LTD.,U STARS SUPERMARKET
C02048E000,"144 UPPER BUKIT TIMAH ROAD, #B1-01 BEAUTY WORLD CENTRE, S(588177)",118,COLD STORAGE SINGAPORE (1983) PTE LTD,COLD STORAGE
C02050X000,"3 YUAN CHING ROAD, #01 #01-01A/02, S(618642)",119,SHENG SIONG SUPERMARKET PTE LTD,SHENG SIONG
C02052N000,"5 RIDGEWOOD CLOSE RIDGEWOOD CONDOMINIUM, S(276696)",120,YEO KENG GUAN,ridgewood gourmet
C02053L000,"166 BUKIT BATOK WEST AVENUE 8 #01-256/258, S(650166)",121,NTUC FAIRPRICE CO-OPERATIVE LTD,NTUC FAIRPRICE
C02080E000,"61 TEBAN GARDENS ROAD, #01-21, S(600061)",122,SHENG SIONG SUPERMARKET PTE LTD,SHENG SIONG
C02104B000,"10 BUKIT BATOK CENTRAL, #01-08, S(659958)",123,NTUC FAIRPRICE CO-OPERATIVE LTD,NTUC FAIRPRICE
C03010C000,"1 MARITIME SQUARE #01-47/48/49/50 HARBOURFRONT CENTRE, S(099253)",124,COLD STORAGE SINGAPORE (1983) PTE LTD,COLD STORAGE
C79031J000,"21 GHIM MOH ROAD, #01-177, S(270021)",125,COLD STORAGE SINGAPORE (1983) PTE LTD,GIANT
SW16942C000,"12 TUAS SOUTH STREET 13, #01-18/19, S(636937)",126,POPULAR SUPERMARKET PTE. LTD.,POPULAR SUPERMARKET
SW16B52K000,"5 JALAN PAPAN, #01-32 ASPRI-WESTLITE PAPAN, S(619396)",127,AJMAL  TRADING GROUP PTE. LTD.,AJMAL TRADING GROUP
SW16B85N000,"69R TUAS SOUTH AVENUE 1, #01-02, S(639926)",128,KAVI TRADERS PTE. LTD.,KAVI MINIMART
SW16D52V000,"810 CHOA CHU KANG AVENUE 7, #01-01 MULTI STOREY CAR PARK, S(680810)",129,U STARS PTE. LTD.,U STARS SUPERMARKET
SW16D83E000,"249 JURONG EAST STREET 24, #01-106, S(600249)",130,NTUC FAIRPRICE CO-OPERATIVE LTD,NTUC FAIRPRICE
SW16E98J000,"500 OLD CHOA CHU KANG ROAD, #01-21, S(698924)",131,PHAN NEE INVESTMENTS (S) PTE LTD,PHANNEE SUPERMART
SW16H70N000,"69 TUAS SOUTH AVENUE 1, #01-02 SEATOWN INDUSTRIAL CENTRE, S(637589)",132,MALAR MARKETING PTE. LTD.,MALAR MARKETING
SW17592A000,"50 JURONG GATEWAY ROAD, #B1-43 JEM, S(608549)",133,SONG FISH DEALER PTE LTD,THE SEAFOOD MARKET PLACE BY SONG FISH
SW17728C000,"817 KEAT HONG LINK, #01-14 MULTI STOREY CAR PARK, S(680817)",134,U STARS PTE. LTD.,U STARS MEGAMART
SW17E56V000,"1 FUSIONOPOLIS WAY, #B2-03 CONNEXIS, S(138632)",135,COLD STORAGE SINGAPORE (1983) PTE LTD,COLD STORAGE
SW18581V000,"180 DEPOT ROAD, #01-04 INTERLACE, THE, S(109684)",136,THE QUALITYMART DEPOT PTE. LTD.,THE QUALITYMART DEPOT
SW18715E000,"13 YUK TONG AVENUE CHUN TIN COURT, S(596318)",137,SEOUL BUTCHERY PTE. LTD.,SEOUL BUTCHERY
SW18A30L000,"440 BUKIT BATOK WEST AVENUE 8, #01-10 MULTI STOREY CAR PARK, S(650440)",138,SHENG SIONG SUPERMARKET PTE LTD,SHENG SIONG
SW18A40J000,"35 STUDENTS WALK NTU CANTEEN 2, S(639548)",139,COLD STORAGE SINGAPORE (1983) PTE LTD,GIANT EXPRESS
SW18B79P000,"9 TRACTOR ROAD, S(627970)",140,MURUGAN TRADERS PTE LTD,-
SW18F69X000,"451 BUKIT BATOK WEST AVENUE 6, #01-10 MULTI STOREY CAR PARK, S(650451)",141,SHENG SIONG SUPERMARKET PTE LTD,SHENG SIONG
SW18G66X000,"34 BOON LEAT TERRACE (PART OF), S(119866)",142,HONESTBEE PTE. LTD.,HABITAT BY HONESTBEE
SW19707V000,"14 TUAS AVENUE 1, #01-01 JTC SPACE @ TUAS, S(639499)",143,BALU SUPER MARKET PTE. LTD.,BALU SUPERMARKET
SW19869J000,"292 BUKIT BATOK EAST AVENUE 6, #01-02 MULTI STOREY CAR PARK, S(650292)",144,SHENG SIONG SUPERMARKET PTE LTD,SHENG SIONG
SW19934B000,"1 HARBOURFRONT WALK, #B2-23A VIVO CITY, S(098585)",145,SONG FISH DEALER PTE LTD,THE SEAFOOD MARKET PLACE BY SONG FISH
SW19A15B000,"8 TECH PARK CRESCENT, #01-00, S(638124)",146,NIHI PTE. LTD.,NIHI MINI MART
SW19G50C000,"40 TUAS VIEW SQUARE, #01-03 LANDBASE INDUSTRIAL BUILDING, S(637779)",147,LAMIAH ENTERPRISE PTE. LTD.,LAMIAH MINIMART
W02065N000,"101 THOMSON ROAD, #B1-52 UNITED SQUARE, S(307591)",148,COLD STORAGE SINGAPORE (1983) PTE LTD,COLD STORAGE
W02066L000,"211 HOLLAND AVENUE, #01-05 HOLLAND ROAD SHOPPING CENTRE, S(278967)",149,COLD STORAGE SINGAPORE (1983) PTE LTD,COLD STORAGE
W02068J000,"1 KIM SENG PROMENADE, #B1-18/19 GREAT WORLD CITY, S(237994)",150,COLD STORAGE SINGAPORE (1983) PTE LTD,COLD STORAGE
C85274C000,"BLK 345 JURONG EAST STREET 31, #01-29, S(600345)",151,NTUC FAIRPRICE CO-OPERATIVE LTD,NTUC FAIRPRICE
C99107C000,"1 JURONG WEST CENTRAL 2, #B1-26 JURONG POINT SHOPPING CENTRE, S(648886)",152,SONG FISH DEALER PTE LTD,The Seafood Market Place by Song Fish
CE04086K000,"57 DAWSON ROAD, #01-01 DAWSON PLACE, S(142057)",153,NTUC FAIRPRICE CO-OPERATIVE LTD,NTUC FAIRPRICE
CE04334P000,"233 ANG MO KIO AVENUE 3, #01-1168, S(560233)",154,SHENG SIONG SUPERMARKET PTE LTD,SHENG SIONG
CE04558K000,"108 MCNAIR ROAD, #01-295, S(321108)",155,SHENG SIONG SUPERMARKET PTE LTD,SHENG SIONG
CE04561V000,"19 SERANGOON NORTH AVENUE 5, #01-01/02, S(554913)",156,SHENG SIONG SUPERMARKET PTE LTD,SHENG SIONG
CE05039P000,"201 YISHUN AVENUE 2, #01-03 KHATIB MRT STATION, S(769092)",157,COLD STORAGE SINGAPORE (1983) PTE LTD,COLD STORAGE
CE05096V000,"316B ANG MO KIO STREET 31, #01-11 MULTI STOREY CAR PARK, S(563316)",158,COLD STORAGE SINGAPORE (1983) PTE LTD,GIANT
CE05295K000,"71 KALLANG BAHRU, #02-531, S(330071)",159,NTUC FAIRPRICE CO-OPERATIVE LTD,NTUC FAIRPRICE
CE05380X000,"491 RIVER VALLEY ROAD, #01-20, S(248371)",160,LITTLE FARMS PTE. LTD.,LITTLE FARMS
CE05487V000,"1 JALAN BUKIT MERAH, #01-4500, S(150001)",161,NTUC FAIRPRICE CO-OPERATIVE LTD,NTUC FAIRPRICE
CE06044N000,"491 RIVER VALLEY ROAD, #01-14 VALLEY POINT, S(248371)",162,NTUC FAIRPRICE CO-OPERATIVE LTD,NTUC FAIRPRICE
CE06464C000,"501 BUKIT TIMAH ROAD, #01-02 CLUNY COURT, S(259760)",163,COLD STORAGE SINGAPORE (1983) PTE LTD,COLD STORAGE
CE06L48L000,"10 SINARAN DRIVE, #04-47/48 SQUARE 2, S(307506)",164,NTUC FAIRPRICE CO-OPERATIVE LTD,NTUC FAIRPRICE
CE06M36N000,"53 ANG MO KIO AVENUE 3, #B2-40, S(569933)",165,NTUC FAIRPRICE CO-OPERATIVE LTD,FAIRPRICE XTRA
CE07320C000,"43 CAMBRIDGE ROAD, #01-15, S(210043)",166,NTUC FAIRPRICE CO-OPERATIVE LTD,NTUC FAIRPRICE
CE07705A000,"30 GREENWOOD AVENUE HILLCREST PARK, S(289230)",167,SWISS BUTCHERY (2013) PRIVATE LIMITED,SWISS BUTCHERY
CE07783P000,"88 TANGLIN HALT ROAD, #01-10 MULTI STOREY CAR PARK, S(141088)",168,SHENG SIONG SUPERMARKET PTE LTD,SHENG SIONG
CE07B77K000,"370 ALEXANDRA ROAD, #B1-58 ANCHORPOINT, S(159953)",169,FISHOP PTE. LTD.,FISHOP
CE07D83B000,"5 UPPER BOON KENG ROAD, #01-05 MULTI STOREY CAR PARK, S(380005)",170,NTUC FAIRPRICE CO-OPERATIVE LTD,NTUC FAIRPRICE
CE07T39B000,"10 SINARAN DRIVE, #04-55 SQUARE 2, S(307506)",171,L M MEAT PTE. LTD.,Mmmm!
CE08015J000,"18 /20 KIM TIAN ROAD KAI FOOK MANSION, S(169252)",172,NTUC FAIRPRICE CO-OPERATIVE LTD,NTUC FAIRPRICE
CE08808B000,"56 TANGLIN ROAD, #01-02, S(247964)",173,SWISS BUTCHERY PTE LTD,swiss butchery
