year_completed,multigen_sold,bldg_contract_town,multistorey_carpark,street,total_dwelling_units,blk_no,exec_sold,max_floor_lvl,residential,1room_sold,precinct_pavilion,other_room_rental,5room_sold,3room_sold,commercial,4room_sold,miscellaneous,studio_apartment_sold,2room_rental,2room_sold,1room_rental,3room_rental,market_hawker,_id
1994,0,BM,Y,TELOK BLANGAH DR,0,48A,0,6,N,0,N,0,0,0,N,0,N,0,0,0,0,0,N,7485
1984,0,JW,N,JURONG WEST ST 41,196,480,1,12,Y,0,N,0,1,150,Y,44,N,0,0,0,0,0,N,7486
2002,0,TP,N,LOR 6 TOA PAYOH,0,480,0,33,N,0,N,0,0,0,Y,0,N,0,0,0,0,0,N,7487
1990,0,PRC,N,PASIR RIS DR 4,66,480,0,12,Y,0,N,0,0,0,N,66,N,0,0,0,0,0,N,7488
2000,0,BP,N,SEGAR RD,86,480,0,15,Y,0,N,0,47,0,N,39,N,0,0,0,0,0,N,7489
1998,0,SB,N,SEMBAWANG DR,98,480,0,15,Y,0,N,0,62,0,N,36,Y,0,0,0,0,0,N,7490
1988,0,TAP,N,TAMPINES ST 44,15,480,9,4,Y,0,N,0,6,0,Y,0,Y,0,0,0,0,0,N,7491
2000,0,BP,Y,SEGAR RD,0,480A,0,4,N,0,N,0,0,0,N,0,N,0,0,0,0,0,N,7492
1999,0,SB,N,SEMBAWANG DR,0,480A,0,1,N,0,Y,0,0,0,N,0,N,0,0,0,0,0,N,7493
1984,0,JW,N,JURONG WEST ST 41,197,481,0,12,Y,0,N,0,1,150,N,44,N,0,0,0,0,2,N,7494
1990,0,PRC,N,PASIR RIS DR 4,88,481,0,12,Y,0,N,0,0,0,N,88,N,0,0,0,0,0,N,7495
2000,0,BP,N,SEGAR RD,86,481,0,15,Y,0,N,0,47,0,N,39,N,0,0,0,0,0,N,7496
1998,0,SB,N,SEMBAWANG DR,115,481,0,15,Y,0,N,0,64,0,N,51,N,0,0,0,0,0,N,7497
1988,0,TAP,N,TAMPINES ST 44,8,481,0,4,Y,0,N,0,4,0,Y,4,N,0,0,0,0,0,N,7498
1998,0,SB,Y,SEMBAWANG DR,0,481A,0,5,N,0,N,0,0,0,N,0,N,0,0,0,0,0,N,7499
2003,0,SB,N,ADMIRALTY LINK,150,482,0,16,Y,0,N,0,0,0,Y,150,Y,0,0,0,0,0,N,7500
1984,0,JW,N,JURONG WEST ST 41,8,482,0,4,Y,0,N,0,0,4,Y,4,N,0,0,0,0,0,N,7501
1989,0,PRC,N,PASIR RIS DR 4,110,482,0,12,Y,0,N,0,40,0,Y,70,N,0,0,0,0,0,N,7502
2000,0,BP,N,SEGAR RD,60,482,15,16,Y,0,N,0,0,0,N,45,N,0,0,0,0,0,N,7503
1988,0,TAP,N,TAMPINES ST 43,8,482,0,4,Y,0,N,0,4,0,Y,4,N,0,0,0,0,0,N,7504
2002,0,SB,Y,ADMIRALTY LINK,0,482A,0,5,N,0,N,0,0,0,N,0,N,0,0,0,0,0,N,7505
2001,0,BP,N,SEGAR RD,0,482A,0,1,N,0,Y,0,0,0,N,0,N,0,0,0,0,0,N,7506
2002,0,SB,N,ADMIRALTY LINK,0,482B,0,1,N,0,Y,0,0,0,N,0,N,0,0,0,0,0,N,7507
2003,0,SB,N,ADMIRALTY LINK,150,483,0,16,Y,0,N,0,120,0,Y,30,Y,0,0,0,0,0,N,7508
1997,0,CCK,N,CHOA CHU KANG AVE 5,120,483,0,16,Y,0,N,0,45,0,N,75,Y,0,0,0,0,0,N,7509
1984,0,JW,N,JURONG WEST ST 41,110,483,0,12,Y,0,N,0,0,0,N,110,N,0,0,0,0,0,N,7510
1989,0,PRC,N,PASIR RIS DR 4,88,483,0,12,Y,0,N,0,40,0,Y,48,N,0,0,0,0,0,N,7511
2000,0,BP,N,SEGAR RD,91,483,22,16,Y,0,N,0,54,0,N,15,N,0,0,0,0,0,N,7512
1988,0,TAP,N,TAMPINES ST 43,11,483,5,4,Y,0,N,0,5,1,Y,0,Y,0,0,0,0,0,N,7513
1997,0,CCK,Y,CHOA CHU KANG AVE 5,0,483A,0,5,N,0,N,0,0,0,N,0,N,0,0,0,0,0,N,7514
2001,0,SB,N,ADMIRALTY LINK,210,484,0,16,Y,0,N,0,150,0,N,60,N,0,0,0,0,0,N,7515
1997,0,CCK,N,CHOA CHU KANG AVE 5,120,484,0,16,Y,0,N,0,45,0,N,75,Y,0,0,0,0,0,N,7516
1984,0,JW,N,JURONG WEST AVE 1,143,484,0,10,Y,0,N,0,1,106,Y,36,N,0,0,0,0,0,N,7517
1991,0,PRC,N,PASIR RIS DR 4,90,484,0,13,Y,0,N,0,24,0,N,66,Y,0,0,0,0,0,N,7518
2000,0,BP,N,SEGAR RD,91,484,22,16,Y,0,N,0,54,0,N,15,N,0,0,0,0,0,N,7519
1988,0,TAP,N,TAMPINES ST 43,15,484,9,4,Y,0,N,0,6,0,Y,0,N,0,0,0,0,0,N,7520
2001,0,SB,Y,ADMIRALTY LINK,0,484A,0,5,N,0,N,0,0,0,N,0,N,0,0,0,0,0,N,7521
1997,0,CCK,N,CHOA CHU KANG AVE 5,120,484A,0,16,Y,0,N,0,0,0,N,120,Y,0,0,0,0,0,N,7522
2002,0,SB,N,ADMIRALTY LINK,0,484B,0,1,N,0,Y,0,0,0,N,0,N,0,0,0,0,0,N,7523
1997,0,CCK,N,CHOA CHU KANG AVE 5,123,484B,0,16,Y,0,N,0,45,0,N,78,N,0,0,0,0,0,N,7524
1997,0,CCK,N,CHOA CHU KANG AVE 5,122,484C,0,16,Y,0,N,0,44,0,N,78,N,0,0,0,0,0,N,7525
1997,0,CCK,N,CHOA CHU KANG AVE 5,122,484D,0,16,Y,0,N,0,44,0,N,78,N,0,0,0,0,0,N,7526
2001,0,SB,N,ADMIRALTY LINK,154,485,0,16,Y,0,N,0,0,0,N,154,N,0,0,0,0,0,N,7527
1997,0,CCK,N,CHOA CHU KANG AVE 5,122,485,0,16,Y,0,N,0,44,0,N,78,N,0,0,0,0,0,N,7528
1983,0,JW,N,JURONG WEST AVE 1,110,485,0,12,Y,0,N,0,0,65,N,44,N,0,0,0,0,1,N,7529
1991,0,PRC,N,PASIR RIS DR 4,16,485,0,4,Y,0,N,0,12,0,N,4,N,0,0,0,0,0,N,7530
2013,0,BP,N,SEGAR RD,166,485,0,15,Y,0,N,0,0,110,Y,56,N,0,0,0,0,0,N,7531
1997,0,CCK,N,CHOA CHU KANG AVE 5,121,485A,0,16,Y,0,N,0,44,0,N,77,N,0,0,0,0,0,N,7532
1992,0,TAP,N,TAMPINES AVE 9,44,485A,0,12,Y,0,N,0,44,0,N,0,N,0,0,0,0,0,N,7533
1997,0,CCK,N,CHOA CHU KANG AVE 5,60,485B,0,16,Y,0,N,0,60,0,N,0,N,0,0,0,0,0,N,7534
1988,0,TAP,N,TAMPINES AVE 9,110,485B,0,12,Y,0,N,0,40,0,N,70,Y,0,0,0,0,0,N,7535
1997,0,CCK,N,CHOA CHU KANG AVE 5,60,485C,0,16,Y,0,N,0,60,0,N,0,N,0,0,0,0,0,N,7536
1998,0,CCK,N,CHOA CHU KANG AVE 5,120,485D,0,16,Y,0,N,0,45,0,N,75,N,0,0,0,0,0,N,7537
2002,0,SB,N,ADMIRALTY LINK,141,486,0,21,Y,0,N,0,59,0,Y,82,N,0,0,0,0,0,N,7538
1997,0,CCK,N,CHOA CHU KANG AVE 5,120,486,0,16,Y,0,N,0,45,0,Y,75,Y,0,0,0,0,0,N,7539
1984,0,JW,N,JURONG WEST AVE 1,110,486,0,12,Y,0,N,0,0,0,Y,110,N,0,0,0,0,0,N,7540
1991,0,PRC,N,PASIR RIS DR 4,114,486,0,12,Y,0,N,0,44,0,N,70,Y,0,0,0,0,0,N,7541
2013,0,BP,N,SEGAR RD,126,486,0,15,Y,0,N,0,0,42,N,84,N,0,0,0,0,0,N,7542
1997,0,CCK,Y,CHOA CHU KANG AVE 5,0,486A,0,5,N,0,N,0,0,0,N,0,N,0,0,0,0,0,N,7543
1993,0,TAP,N,TAMPINES AVE 9,88,486A,0,12,Y,0,N,0,88,0,N,0,N,0,0,0,0,0,N,7544
2001,0,CCK,N,CHOA CHU KANG AVE 5,0,486B,0,1,N,0,Y,0,0,0,N,0,N,0,0,0,0,0,N,7545
1993,0,TAP,N,TAMPINES AVE 9,99,486B,0,12,Y,0,N,0,44,0,N,55,N,0,0,0,0,0,N,7546
1993,0,TAP,N,TAMPINES AVE 9,77,486C,0,12,Y,0,N,0,22,0,N,55,N,0,0,0,0,0,N,7547
2009,0,SB,N,ADMIRALTY LINK,114,487,0,19,Y,0,N,0,0,0,N,114,Y,0,0,0,0,0,N,7548
2015,0,CCK,N,CHOA CHU KANG AVE 5,0,487,0,1,N,0,Y,0,0,0,N,0,N,0,0,0,0,0,N,7549
1984,0,JW,N,JURONG WEST AVE 1,110,487,0,12,Y,0,N,0,0,66,N,44,N,0,0,0,0,0,N,7550
1991,0,PRC,N,PASIR RIS DR 4,112,487,0,13,Y,0,N,0,40,0,N,72,Y,0,0,0,0,0,N,7551
2013,0,BP,N,SEGAR RD,98,487,0,15,Y,0,N,0,0,42,N,56,Y,0,0,0,0,0,N,7552
2015,0,CCK,N,CHOA CHU KANG AVE 5,112,487A,0,15,Y,0,N,0,84,0,N,28,N,0,0,0,0,0,N,7553
2014,0,BP,N,SEGAR RD,0,487A,0,1,N,0,Y,0,0,0,N,0,N,0,0,0,0,0,N,7554
1989,0,TAP,N,TAMPINES AVE 9,70,487A,0,11,Y,0,N,0,0,0,Y,70,N,0,0,0,0,0,N,7555
2015,0,CCK,N,CHOA CHU KANG AVE 5,112,487B,0,15,Y,0,N,0,28,0,N,84,N,0,0,0,0,0,N,7556
1989,0,TAP,N,TAMPINES ST 45,90,487B,0,11,Y,0,N,0,0,0,Y,90,N,0,0,0,0,0,N,7557
2014,0,CCK,N,CHOA CHU KANG AVE 5,112,487C,0,15,Y,0,N,0,56,0,N,56,N,0,0,0,0,0,N,7558
1989,0,TAP,N,TAMPINES ST 45,80,487C,0,11,Y,0,N,0,0,0,Y,80,Y,0,0,0,0,0,N,7559
2009,0,SB,N,ADMIRALTY LINK,119,488,0,18,Y,0,N,0,0,0,N,119,Y,0,0,0,0,0,N,7560
2014,0,CCK,Y,CHOA CHU KANG AVE 5,0,488,0,7,N,0,N,0,0,0,N,0,N,0,0,0,0,0,N,7561
1984,0,JW,N,JURONG WEST AVE 1,88,488,0,12,Y,0,N,0,0,0,Y,88,N,0,0,0,0,0,N,7562
2013,0,BP,N,SEGAR RD,138,488,0,15,Y,0,N,0,0,23,N,0,N,0,0,115,0,0,N,7563
2014,0,CCK,N,CHOA CHU KANG AVE 5,104,488A,0,14,Y,0,N,0,0,0,N,52,N,43,0,9,0,0,N,7564
2013,0,BP,Y,SEGAR RD,0,488A,0,5,N,0,N,0,0,0,N,0,N,0,0,0,0,0,N,7565
1989,0,TAP,N,TAMPINES AVE 9,88,488A,0,12,Y,0,N,0,40,0,N,48,N,0,0,0,0,0,N,7566
2015,0,CCK,N,CHOA CHU KANG AVE 5,117,488B,0,14,Y,0,N,0,0,0,N,65,Y,40,0,12,0,0,N,7567
1989,0,TAP,N,TAMPINES ST 45,80,488B,0,11,Y,0,N,0,0,0,Y,80,N,0,0,0,0,0,N,7568
2015,0,CCK,N,CHOA CHU KANG AVE 5,96,488C,0,13,Y,0,N,2,22,0,N,72,N,0,0,0,0,0,N,7569
2015,0,CCK,N,CHOA CHU KANG AVE 5,96,488D,0,13,Y,0,N,0,72,0,N,24,N,0,0,0,0,0,N,7570
2009,0,SB,N,ADMIRALTY LINK,119,489,0,18,Y,0,N,0,0,0,N,119,Y,0,0,0,0,0,N,7571
2014,0,CCK,Y,CHOA CHU KANG AVE 5,0,489,0,8,N,0,N,0,0,0,N,0,N,0,0,0,0,0,N,7572
1984,0,JW,N,JURONG WEST AVE 1,110,489,0,12,Y,0,N,0,0,66,N,44,N,0,0,0,0,0,N,7573
2014,0,CCK,N,CHOA CHU KANG AVE 5,104,489A,0,14,Y,0,N,0,52,0,N,52,Y,0,0,0,0,0,N,7574
1989,0,TAP,N,TAMPINES ST 45,88,489A,0,12,Y,0,N,0,40,0,N,48,Y,0,0,0,0,0,N,7575
2015,0,CCK,N,CHOA CHU KANG AVE 5,104,489B,0,14,Y,0,N,0,52,0,N,52,Y,0,0,0,0,0,N,7576
1993,0,TAP,N,TAMPINES ST 45,99,489B,0,12,Y,0,N,0,32,0,N,67,N,0,0,0,0,0,N,7577
2015,0,CCK,N,CHOA CHU KANG AVE 5,91,489C,0,14,Y,0,N,0,26,0,N,65,N,0,0,0,0,0,N,7578
1989,0,TAP,N,TAMPINES ST 45,110,489C,0,12,Y,0,N,0,40,0,N,70,Y,0,0,0,0,0,N,7579
2015,0,CCK,N,CHOA CHU KANG AVE 5,104,489D,0,14,Y,0,N,0,52,0,N,52,N,0,0,0,0,0,N,7580
1964,0,GL,N,CIRCUIT RD,119,49,0,10,Y,0,N,0,0,118,N,1,N,0,0,0,0,0,N,7581
1978,0,KWN,N,DORSET RD,142,49,0,13,Y,0,N,0,2,128,N,12,Y,0,0,0,0,0,N,7582
1986,0,BM,N,HOY FATT RD,88,49,0,12,Y,0,N,0,40,0,N,48,Y,0,0,0,0,0,N,7583
1959,0,KWN,N,JLN BAHAGIA,6,49,0,2,Y,0,N,0,0,6,N,0,N,0,0,0,0,0,N,7584
2003,0,GL,N,JLN TIGA,108,49,0,19,Y,0,N,0,0,0,N,108,Y,0,0,0,0,0,N,7585
1949,0,BM,N,KIM PONG RD,24,49,0,4,Y,0,N,0,0,24,N,0,N,0,0,0,0,0,N,7586
1992,0,TP,N,LOR 5 TOA PAYOH,87,49,0,20,Y,0,N,0,87,0,N,0,N,0,0,0,0,0,N,7587
2006,0,GL,N,SIMS PL,0,49,0,1,N,0,N,0,0,0,N,0,N,0,0,0,0,0,Y,7588
1961,0,QT,N,STIRLING RD,96,49,0,7,Y,0,N,0,0,0,Y,0,N,0,66,0,18,12,N,7589
2004,0,QT,N,STRATHMORE AVE,176,49,0,30,Y,0,N,0,29,0,N,147,N,0,0,0,0,0,N,7590
1964,0,QT,N,TANGLIN HALT RD,0,49,0,2,N,0,N,0,0,0,Y,0,N,0,0,0,0,0,N,7591
1986,0,JE,N,TEBAN GDNS RD,15,49,0,4,Y,0,N,0,0,10,Y,5,N,0,0,0,0,0,N,7592
1976,0,BM,N,TELOK BLANGAH DR,96,49,0,25,Y,0,N,0,96,0,N,0,N,0,0,0,0,0,N,7593
1974,0,KWN,N,WHAMPOA STH,120,49,0,16,Y,0,N,0,0,0,N,120,Y,0,0,0,0,0,N,7594
2003,0,GL,Y,JLN TIGA,0,49A,0,6,N,0,N,0,0,0,N,0,N,0,0,0,0,0,N,7595
2000,0,KWN,Y,WHAMPOA STH,0,49A,0,5,N,0,N,0,0,0,N,0,N,0,0,0,0,0,N,7596
2009,0,SB,N,ADMIRALTY LINK,119,490,0,18,Y,0,N,0,0,0,N,119,Y,0,0,0,0,0,N,7597
2015,0,CCK,N,CHOA CHU KANG AVE 5,0,490,0,1,N,0,Y,0,0,0,N,0,N,0,0,0,0,0,N,7598
1983,0,JW,N,JURONG WEST AVE 1,110,490,0,12,Y,0,N,0,0,66,N,44,Y,0,0,0,0,0,N,7599
2002,0,TP,N,LOR 6 TOA PAYOH,0,490,0,9,N,0,N,0,0,0,Y,0,N,0,0,0,0,0,N,7600
2015,0,CCK,N,CHOA CHU KANG AVE 5,96,490A,0,13,Y,0,N,0,0,24,N,72,N,0,0,0,0,0,N,7601
1993,0,TAP,N,TAMPINES ST 45,77,490A,0,12,Y,0,N,0,22,0,N,55,N,0,0,0,0,0,N,7602
2015,0,CCK,N,CHOA CHU KANG AVE 5,96,490B,0,13,Y,0,N,0,0,72,N,24,N,0,0,0,0,0,N,7603
1993,0,TAP,N,TAMPINES ST 45,66,490B,0,12,Y,0,N,0,66,0,N,0,N,0,0,0,0,0,N,7604
2015,0,CCK,N,CHOA CHU KANG AVE 5,88,490C,0,12,Y,0,N,0,0,22,N,66,N,0,0,0,0,0,N,7605
2015,0,CCK,N,CHOA CHU KANG AVE 5,96,490D,0,13,Y,0,N,0,72,0,N,24,N,0,0,0,0,0,N,7606
2002,0,SB,N,ADMIRALTY LINK,180,491,0,21,Y,0,N,0,72,0,N,108,Y,0,0,0,0,0,N,7607
1984,0,JW,N,JURONG WEST AVE 1,131,491,0,10,Y,0,N,0,1,96,Y,33,N,0,0,0,0,1,N,7608
1992,0,TAP,N,TAMPINES AVE 9,48,491A,0,13,Y,0,N,0,48,0,N,0,N,0,0,0,0,0,N,7609
1992,0,TAP,N,TAMPINES AVE 9,62,491B,0,13,Y,0,N,0,36,0,N,26,N,0,0,0,0,0,N,7610
1992,0,TAP,N,TAMPINES ST 45,84,491C,0,13,Y,0,N,0,60,0,N,24,N,0,0,0,0,0,N,7611
1992,0,TAP,N,TAMPINES ST 45,84,491D,0,13,Y,0,N,0,72,0,Y,12,Y,0,0,0,0,0,N,7612
1992,0,TAP,N,TAMPINES ST 45,60,491E,0,13,Y,0,N,0,48,0,N,12,N,0,0,0,0,0,N,7613
1992,0,TAP,N,TAMPINES ST 45,72,491F,0,13,Y,0,N,0,48,0,N,24,N,0,0,0,0,0,N,7614
1992,0,TAP,N,TAMPINES ST 45,72,491G,0,13,Y,0,N,0,72,0,N,0,N,0,0,0,0,0,N,7615
1992,0,TAP,N,TAMPINES ST 45,72,491H,0,13,Y,0,N,0,72,0,N,0,Y,0,0,0,0,0,N,7616
2002,0,SB,N,ADMIRALTY LINK,116,492,0,21,Y,0,N,0,60,0,N,56,Y,0,0,0,0,0,N,7617
1985,0,JW,N,JURONG WEST ST 41,101,492,0,4,Y,0,N,0,0,97,Y,4,N,0,0,0,0,0,N,7618
2017,0,TAP,Y,TAMPINES ST 45,0,492,0,8,N,0,N,0,0,0,N,0,Y,0,0,0,0,0,N,7619
2002,0,SB,Y,ADMIRALTY LINK,0,492A,0,5,N,0,N,0,0,0,N,0,N,0,0,0,0,0,N,7620
1992,0,TAP,Y,TAMPINES ST 45,0,492A,0,5,N,0,N,0,0,0,N,0,N,0,0,0,0,0,N,7621
1992,0,TAP,N,TAMPINES AVE 9,72,492B,0,13,Y,0,N,0,72,0,Y,0,N,0,0,0,0,0,N,7622
1992,0,TAP,N,TAMPINES ST 45,72,492C,0,13,Y,0,N,0,72,0,N,0,N,0,0,0,0,0,N,7623
1992,0,TAP,N,TAMPINES ST 45,60,492D,0,13,Y,0,N,0,48,0,N,12,N,0,0,0,0,0,N,7624
1992,0,TAP,Y,TAMPINES ST 43,0,496A,0,5,N,0,N,0,0,0,N,0,N,0,0,0,0,0,N,7657
2017,0,TAP,N,TAMPINES ST 45,253,492E,0,12,Y,0,N,0,0,0,N,0,N,0,99,0,154,0,N,7625
2017,0,TAP,N,TAMPINES ST 45,198,492F,0,12,Y,0,N,0,0,0,N,0,N,0,66,0,132,0,N,7626
2017,0,TAP,N,TAMPINES ST 45,121,492G,0,12,Y,0,N,0,0,77,N,44,N,0,0,0,0,0,N,7627
2018,0,TAP,N,TAMPINES ST 45,0,492H,0,1,N,0,Y,0,0,0,N,0,N,0,0,0,0,0,N,7628
2018,0,TAP,N,TAMPINES ST 45,0,492J,0,1,N,0,Y,0,0,0,N,0,N,0,0,0,0,0,N,7629
2002,0,SB,N,ADMIRALTY LINK,141,493,0,21,Y,0,N,0,59,0,N,82,N,0,0,0,0,0,N,7630
2018,0,JW,N,JURONG WEST ST 41,0,493,0,2,N,0,N,0,0,0,Y,0,Y,0,0,0,0,0,Y,7631
1992,0,TAP,N,TAMPINES AVE 9,48,493A,0,13,Y,0,N,0,48,0,N,0,N,0,0,0,0,0,N,7632
1992,0,TAP,N,TAMPINES AVE 9,62,493B,0,13,Y,0,N,0,36,0,N,26,N,0,0,0,0,0,N,7633
1992,0,TAP,N,TAMPINES ST 43,60,493C,0,13,Y,0,N,0,48,0,N,12,N,0,0,0,0,0,N,7634
1992,0,TAP,N,TAMPINES ST 43,96,493D,0,13,Y,0,N,0,72,0,N,24,N,0,0,0,0,0,N,7635
1992,0,TAP,N,TAMPINES ST 43,96,493E,0,13,Y,0,N,0,48,0,Y,48,Y,0,0,0,0,0,N,7636
1985,0,JW,N,JURONG WEST ST 41,27,494,0,4,Y,0,N,0,0,22,Y,5,N,0,0,0,0,0,N,7637
2018,0,TAP,N,TAMPINES ST 45,0,494,0,1,N,0,N,0,0,0,Y,0,N,0,0,0,0,0,N,7638
2017,0,JW,N,JURONG WEST ST 41,0,494A,0,1,N,0,N,0,0,0,Y,0,N,0,0,0,0,0,N,7639
1992,0,TAP,Y,TAMPINES ST 43,0,494A,0,5,N,0,N,0,0,0,N,0,N,0,0,0,0,0,N,7640
1992,0,TAP,N,TAMPINES AVE 9,72,494B,0,13,Y,0,N,0,72,0,N,0,Y,0,0,0,0,0,N,7641
1992,0,TAP,N,TAMPINES ST 43,84,494C,0,13,Y,0,N,0,84,0,N,0,N,0,0,0,0,0,N,7642
2014,0,TAP,N,TAMPINES ST 43,151,494D,0,13,Y,0,N,0,0,57,N,0,N,79,0,15,0,0,N,7643
2014,0,TAP,N,TAMPINES ST 43,138,494E,0,13,Y,0,N,0,0,46,N,0,Y,70,0,22,0,0,N,7644
2014,0,TAP,Y,TAMPINES ST 43,0,494F,0,6,N,0,Y,0,0,0,N,0,N,0,0,0,0,0,N,7645
2017,0,TAP,N,TAMPINES ST 45,110,494G,0,12,Y,0,N,0,0,55,N,55,N,0,0,0,0,0,N,7646
2017,0,TAP,N,TAMPINES ST 45,110,494H,0,12,Y,0,N,0,55,0,N,55,Y,0,0,0,0,0,N,7647
2017,0,TAP,N,TAMPINES ST 45,110,494J,0,12,Y,0,N,0,44,22,N,44,N,0,0,0,0,0,N,7648
1985,0,JW,N,JURONG WEST ST 41,41,495,0,4,Y,0,N,0,0,34,Y,7,N,0,0,0,0,0,N,7649
1992,0,TAP,N,TAMPINES ST 43,48,495A,48,13,Y,0,N,0,0,0,N,0,N,0,0,0,0,0,N,7650
1992,0,TAP,N,TAMPINES ST 43,36,495B,36,13,Y,0,N,0,0,0,N,0,N,0,0,0,0,0,N,7651
1992,0,TAP,N,TAMPINES ST 43,48,495C,48,13,Y,0,N,0,0,0,N,0,N,0,0,0,0,0,N,7652
1993,0,TAP,N,TAMPINES ST 43,48,495D,48,13,Y,0,N,0,0,0,N,0,N,0,0,0,0,0,N,7653
1992,0,TAP,N,TAMPINES ST 43,60,495E,60,13,Y,0,N,0,0,0,N,0,N,0,0,0,0,0,N,7654
1992,0,TAP,N,TAMPINES ST 43,60,495F,60,13,Y,0,N,0,0,0,N,0,N,0,0,0,0,0,N,7655
1985,0,JW,N,JURONG WEST ST 41,0,496,0,1,N,0,N,0,0,0,Y,0,N,0,0,0,0,0,N,7656
1992,0,TAP,N,TAMPINES ST 43,84,496B,0,13,Y,0,N,0,48,0,N,36,N,0,0,0,0,0,N,7658
1992,0,TAP,N,TAMPINES ST 43,96,496C,0,13,Y,0,N,0,72,0,N,24,N,0,0,0,0,0,N,7659
1992,0,TAP,N,TAMPINES AVE 9,96,496D,0,13,Y,0,N,0,96,0,N,0,N,0,0,0,0,0,N,7660
1992,0,TAP,N,TAMPINES AVE 9,96,496E,0,13,Y,0,N,0,72,0,N,24,N,0,0,0,0,0,N,7661
1992,0,TAP,N,TAMPINES AVE 9,48,496F,0,13,Y,0,N,0,48,0,N,0,N,0,0,0,0,0,N,7662
1992,0,TAP,N,TAMPINES AVE 9,84,496G,0,13,Y,0,N,0,24,0,Y,60,N,0,0,0,0,0,N,7663
1985,0,JW,N,JURONG WEST ST 41,0,497,0,1,N,0,N,0,0,0,Y,0,N,0,0,0,0,0,N,7664
1994,0,TAP,N,TAMPINES ST 45,57,497A,43,10,Y,0,N,0,14,0,N,0,N,0,0,0,0,0,N,7665
1994,0,TAP,N,TAMPINES ST 45,98,497B,0,10,Y,0,N,0,36,0,N,62,N,0,0,0,0,0,N,7666
1994,0,TAP,N,TAMPINES ST 45,98,497C,0,10,Y,0,N,0,36,0,Y,62,N,0,0,0,0,0,N,7667
1995,0,TAP,N,TAMPINES ST 45,57,497D,43,10,Y,0,N,0,14,0,N,0,N,0,0,0,0,0,N,7668
1994,0,TAP,Y,TAMPINES ST 45,0,497E,0,3,N,0,N,0,0,0,N,0,N,0,0,0,0,0,N,7669
1994,0,TAP,N,TAMPINES ST 45,57,497F,43,10,Y,0,N,0,14,0,N,0,N,0,0,0,0,0,N,7670
1994,0,TAP,N,TAMPINES ST 45,98,497G,0,10,Y,0,N,0,36,0,N,62,N,0,0,0,0,0,N,7671
1994,0,TAP,N,TAMPINES ST 45,98,497H,0,10,Y,0,N,0,36,0,Y,62,N,0,0,0,0,0,N,7672
1995,0,TAP,N,TAMPINES ST 45,57,497J,43,10,Y,0,N,0,14,0,N,0,N,0,0,0,0,0,N,7673
1994,0,TAP,Y,TAMPINES ST 45,0,497K,0,3,N,0,N,0,0,0,N,0,N,0,0,0,0,0,N,7674
1994,0,TAP,Y,TAMPINES ST 45,0,497L,0,4,N,0,N,0,0,0,N,0,N,0,0,0,0,0,N,7675
1985,0,JW,N,JURONG WEST ST 41,73,498,0,4,Y,0,N,0,0,63,Y,10,N,0,0,0,0,0,N,7676
1995,0,TAP,N,TAMPINES ST 45,70,498A,14,10,Y,0,N,0,28,0,Y,28,N,0,0,0,0,0,N,7677
1995,0,TAP,N,TAMPINES ST 45,72,498B,14,10,Y,0,N,0,28,0,N,30,N,0,0,0,0,0,N,7678
1995,0,TAP,Y,TAMPINES ST 45,0,498C,0,3,N,0,N,0,0,0,N,0,N,0,0,0,0,0,N,7679
1995,0,TAP,N,TAMPINES ST 45,72,498D,14,10,Y,0,N,0,28,0,N,30,N,0,0,0,0,0,N,7680
1995,0,TAP,N,TAMPINES ST 45,74,498E,14,10,Y,0,N,0,28,0,N,32,N,0,0,0,0,0,N,7681
1995,0,TAP,N,TAMPINES ST 45,74,498F,14,10,Y,0,N,0,28,0,N,32,N,0,0,0,0,0,N,7682
1995,0,TAP,N,TAMPINES ST 45,74,498G,14,10,Y,0,N,0,28,0,N,32,N,0,0,0,0,0,N,7683
1995,0,TAP,N,TAMPINES ST 45,74,498H,14,10,Y,0,N,0,28,0,N,32,N,0,0,0,0,0,N,7684
1995,0,TAP,N,TAMPINES ST 45,72,498J,14,10,Y,0,N,0,28,0,N,30,N,0,0,0,0,0,N,7685
1995,0,TAP,Y,TAMPINES ST 45,0,498K,0,3,N,0,N,0,0,0,N,0,N,0,0,0,0,0,N,7686
1995,0,TAP,N,TAMPINES ST 45,72,498L,14,10,Y,0,N,0,28,0,N,30,N,0,0,0,0,0,N,7687
1995,0,TAP,N,TAMPINES ST 45,70,498M,14,10,Y,0,N,0,28,0,N,28,Y,0,0,0,0,0,N,7688
1995,0,TAP,N,TAMPINES ST 45,0,498N,0,1,N,0,Y,0,0,0,N,0,N,0,0,0,0,0,N,7689
2014,0,JW,N,JURONG WEST ST 41,232,499,0,17,Y,0,Y,0,0,0,N,0,Y,202,0,30,0,0,N,7690
2012,0,TAP,Y,TAMPINES AVE 9,0,499,0,4,N,0,N,0,0,0,N,0,N,0,0,0,0,0,N,7691
2012,0,TAP,N,TAMPINES AVE 9,119,499A,0,12,Y,0,N,0,0,22,N,0,N,0,0,97,0,0,N,7692
2012,0,TAP,N,TAMPINES AVE 9,108,499B,0,12,Y,0,N,0,0,44,N,0,N,0,0,64,0,0,N,7693
2012,0,TAP,N,TAMPINES AVE 9,228,499C,0,12,Y,0,N,0,0,0,N,0,Y,0,97,0,131,0,N,7694
